********************* February 18 Observing Session - beginning 21:12:39 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1645226135|Feb 18 23:15:35|7|53.451642|53.453083|-0.651597|-0.723061|10.275738|6.221921|48.567398370627501|193.391758389175521|-0.054077|103.279616|103.736320
1645226137|Feb 18 23:15:37|8|53.458638|53.460080|-0.652385|-0.723837|10.227880|6.214600|48.566381641184513|193.393569765972615|-0.004846|104.443904|104.932608
1645226138|Feb 18 23:15:38|8|53.464010|53.465451|-0.651967|-0.723409|10.253817|6.225050|48.567005489927261|193.391906870013059|-0.032043|107.987968|108.403968
1645226140|Feb 18 23:15:40|9|53.470981|53.472420|-0.651185|-0.722616|10.263616|6.218785|48.567528487759745|193.394176207107165|-0.040124|308.419584|308.868864
1645226141|Feb 18 23:15:41|8|53.478110|53.479551|-0.652579|-0.723998|10.192692|6.221228|48.566680334540784|193.389413507558459|0.027195|157.666560|158.072576
1645226143|Feb 18 23:15:43|8|53.484883|53.486323|-0.651974|-0.723382|10.263616|6.218785|48.566994872364873|193.391929242670017|-0.041825|155.891712|156.376832
1645226145|Feb 18 23:15:45|9|53.490307|53.491746|-0.651505|-0.722903|10.250377|6.222296|48.566936366613739|193.396415800344670|-0.025189|149.305088|149.722624
1645226146|Feb 18 23:15:46|8|53.497418|53.498855|-0.651048|-0.722434|10.250377|6.222296|48.567906602262866|193.392176960529980|-0.028400|143.373312|143.803904
1645226148|Feb 18 23:15:48|8|53.504512|53.505951|-0.652267|-0.723641|10.218052|6.220856|48.566482957783769|193.393726598512302|0.005101|141.107200|141.534208
1645226149|Feb 18 23:15:49||123.872256
1645226151|Feb 18 23:15:51|8|53.516879|53.518318|-0.652762|-0.724115|10.221476|6.223609|48.565966190352903|193.393842463428285|0.001765|144.312320|144.729600
1645226152|Feb 18 23:15:52|9|53.523548|53.524987|-0.653813|-0.725155|10.192692|6.221228|48.565373377023583|193.389857479286036|0.027533|144.667392|145.083904
1645226154|Feb 18 23:15:54|8|53.529153|53.530589|-0.651857|-0.723189|10.240559|6.228568|48.566810762979593|193.394472666358098|-0.016842|144.077568|144.496640
1645226155|Feb 18 23:15:55||124.601088
1645226157|Feb 18 23:15:57|8|53.544630|53.546066|-0.652279|-0.723585|10.227880|6.214600|48.566917523499093|193.389982788314654|-0.007563|140.429824|140.844288
1645226159|Feb 18 23:15:59||125.255680
1645226160|Feb 18 23:16:00|10|53.559513|53.560944|-0.650290|-0.721571|10.333093|6.214765|48.569291574652496|193.387024115382388|-0.115020|196.330240|196.754176
1645226162|Feb 18 23:16:02|11|53.566032|53.567467|-0.653167|-0.724437|10.258432|6.210834|48.566133873544160|193.388984755750954|-0.038868|133.456640|133.981696
1645226163|Feb 18 23:16:03|11|53.570657|53.572092|-0.653369|-0.724631|10.210954|6.215046|48.566014628963742|193.388265513710991|0.008065|804.359936|804.767744
1645226166|Feb 18 23:16:06|11|53.581233|53.582672|-0.656024|-0.727267|10.156501|6.207247|48.563054652202993|193.390466004109840|0.064190|127.389440|127.795456
1645226167|Feb 18 23:16:07|13|53.587226|53.588660|-0.653337|-0.724570|10.220943|6.213386|48.566021339157459|193.388487313944808|-0.001756|138.168832|138.615296
1645226169|Feb 18 23:16:09|11|53.590934|53.592359|-0.648340|-0.719568|10.286797|6.234504|48.570113911949235|193.396739538328347|-0.061370|126.652416|127.070976
1645226170|Feb 18 23:16:10|12|53.600500|53.601937|-0.656012|-0.727223|10.156501|6.207247|48.563519257660907|193.386669794030780|0.061315|126.811392|127.267840
1645226172|Feb 18 23:16:12|11|53.607464|53.608896|-0.653282|-0.724481|10.221901|6.210239|48.565959785832433|193.389471935259508|-0.001968|797.732608|798.160640
1645226174|Feb 18 23:16:14|10|53.616255|53.617686|-0.653132|-0.724316|10.221901|6.210239|48.566183957096648|193.388865952619199|-0.002428|795.305984|795.740416
1645226176|Feb 18 23:16:16|12|53.620589|53.622015|-0.650482|-0.721659|10.207806|6.234983|48.568078379121708|193.395557485559578|0.016730|131.083264|131.500288
1645226178|Feb 18 23:16:18|12|53.631945|53.633381|-0.656456|-0.727613|10.156501|6.207247|48.562731627338472|193.389494469210206|0.063455|126.537216|126.964992
1645226179|Feb 18 23:16:19|12|53.637988|53.639419|-0.653826|-0.724973|10.220943|6.213386|48.565650630528921|193.387426309324184|-0.002558|130.439680|130.878720
1645226181|Feb 18 23:16:21|12|53.646734|53.648164|-0.653772|-0.724905|10.254293|6.202352|48.565772713861527|193.386861682878930|-0.036336|131.369984|131.816960
1645226182|Feb 18 23:16:22|14|53.648509|53.649943|-0.656752|-0.727881|10.080897|6.216083|48.562413480737455|193.389636325026942|0.139167|133.116672|133.571584
1645226184|Feb 18 23:16:24|12|53.660595|53.662025|-0.654557|-0.725666|10.254293|6.202352|48.565235172094447|193.384678105507504|-0.037988|128.142336|128.579328
1645226186|Feb 18 23:16:26|11|53.662746|53.664172|-0.652430|-0.723535|10.205657|6.224876|48.566227833686291|193.394476153946869|0.018064|791.301888|791.742720
1645226188|Feb 18 23:16:28|12|53.673920|53.675346|-0.652686|-0.723772|10.238023|6.215389|48.566476476422856|193.390216602067454|-0.017528|126.924288|127.349248
1645226189|Feb 18 23:16:29|11|53.678186|53.679609|-0.651531|-0.722610|10.238652|6.224673|48.567628720966823|193.390396025340323|-0.018023|798.741760|799.181824
1645226192|Feb 18 23:16:32|9|53.689664|53.691092|-0.654251|-0.725310|10.221901|6.210239|48.564764248007968|193.391236443278103|-0.000630|129.732352|130.179072
1645226193|Feb 18 23:16:33|10|53.696275|53.697699|-0.652549|-0.723597|10.263055|6.211645|48.566870978111275|193.388075220231372|-0.044181|796.974848|797.468416
1645226195|Feb 18 23:16:35|10|53.706089|53.707511|-0.652100|-0.723131|10.266297|6.211422|48.567571624099813|193.386027659979248|-0.048975|800.613632|801.062912
1645226198|Feb 18 23:16:38|9|53.713390|53.714814|-0.653373|-0.724392|10.182580|6.218476|48.565390288414264|193.393468914560799|0.040380|136.319744|136.771328
1645226199|Feb 18 23:16:39|11|53.720366|53.721787|-0.652136|-0.723144|10.239802|6.216789|48.567103361839564|193.389640236213125|-0.019745|795.635200|796.295424
1645226201|Feb 18 23:16:41|12|53.732711|53.734133|-0.653377|-0.724363|10.295462|6.204396|48.566590374760935|193.383375003489249|-0.080147|127.001600|127.418880
1645226203|Feb 18 23:16:43|14|53.737718|53.739137|-0.651804|-0.722781|10.298424|6.213027|48.567544494735245|193.388777173050840|-0.079020|133.446400|133.883136
1645226204|Feb 18 23:16:44|12|53.744496|53.745921|-0.655949|-0.726915|10.175707|6.202799|48.563926297499663|193.383800987160186|0.039936|130.852096|131.522560
1645226206|Feb 18 23:16:46|12|53.748129|53.749544|-0.650197|-0.721157|10.283458|6.226067|48.568748612096314|193.392366426698487|-0.061339|128.953344|129.367296
1645226208|Feb 18 23:16:48|13|53.757130|53.758550|-0.653082|-0.724027|10.258432|6.210834|48.566024222233700|193.390632793629635|-0.037620|130.636032|131.097344
1645226209|Feb 18 23:16:49|12|53.763751|53.765175|-0.655943|-0.726876|10.175707|6.202799|48.563642000577154|193.386232968423201|0.041778|130.772224|131.197952
1645226211|Feb 18 23:16:51|14|53.769472|53.770887|-0.650733|-0.721657|10.302630|6.221578|48.568301624381988|193.391549046995834|-0.081130|131.405568|135.169536
1645226212|Feb 18 23:16:52|13|53.775615|53.777039|-0.656213|-0.727126|10.156501|6.207247|48.563257518432550|193.387157944455026|0.061685|128.310272|128.774912
1645226214|Feb 18 23:16:54|13|53.781496|53.782915|-0.653550|-0.724453|10.201736|6.217857|48.565439002680549|193.391552039065488|0.019772|129.823232|130.242304
1645226215|Feb 18 23:16:55|15|53.784255|53.785668|-0.650372|-0.721271|10.207806|6.234983|48.568314714049265|193.394514349127576|0.015940|134.097920|134.525696
1645226217|Feb 18 23:16:57|15|53.795287|53.796702|-0.651710|-0.722590|10.279274|6.217497|48.567472384981279|193.390176440493491|-0.058811|130.797056|131.230464
1645226218|Feb 18 23:16:58|14|53.804580|53.805991|-0.650087|-0.720952|10.377130|6.212578|48.569976656952754|193.383005351851182|-0.162102|130.429440|130.851584
1645226220|Feb 18 23:17:00|14|53.808101|53.809513|-0.650807|-0.721665|10.302630|6.221578|48.568411081134990|193.390002756784156|-0.082301|130.543360|130.972416
1645226221|Feb 18 23:17:01|15|53.820749|53.822168|-0.655472|-0.726308|10.348523|6.189105|48.565322335133459|193.376157076132472|-0.138671|133.488128|133.931264
1645226223|Feb 18 23:17:03|15|53.822738|53.824144|-0.647970|-0.718803|10.422782|6.223189|48.571576218023374|193.387635757060337|-0.204251|131.628800|132.052736
1645226225|Feb 18 23:17:05|15|53.824879|53.826287|-0.649036|-0.719865|10.286797|6.234504|48.569424360005684|193.396593157540366|-0.061479|132.546560|133.047296
1645226226|Feb 18 23:17:06|15|53.838297|53.839708|-0.652245|-0.723052|10.373681|6.204179|48.567904842112526|193.381992574141606|-0.159415|131.822336|132.788992
1645226228|Feb 18 23:17:08|15|53.841522|53.842929|-0.650007|-0.720808|10.381445|6.221127|48.569197934332522|193.390223332863656|-0.160950|133.094400|133.517824
1645226229|Feb 18 23:17:09|14|53.849752|53.851166|-0.654145|-0.724932|10.254293|6.202352|48.565844052450139|193.383088126796594|-0.039193|131.121920|131.579904
1645226231|Feb 18 23:17:11|13|53.854643|53.856061|-0.656685|-0.727464|10.175707|6.202799|48.562729271335272|193.387560084441134|0.042785|131.495680|131.922688
1645226232|Feb 18 23:17:12|14|53.858710|53.860123|-0.653561|-0.724333|10.201736|6.217857|48.565784331664190|193.388562057173374|0.017508|131.175424|131.610368
1645226234|Feb 18 23:17:14|15|53.863590|53.864995|-0.649099|-0.719862|10.286797|6.234504|48.569559195883947|193.394928321896970|-0.062740|132.377088|132.827648
1645226235|Feb 18 23:17:15|14|53.873900|53.875317|-0.656679|-0.727425|10.175707|6.202799|48.563186675724090|193.383777287376176|0.039919|132.588544|133.012736
1645226237|Feb 18 23:17:17|14|53.876746|53.878153|-0.651678|-0.722419|10.205813|6.226377|48.567131309562882|193.393312528395228|0.017025|128.446976|128.871936
1645226239|Feb 18 23:17:19|13|53.887259|53.888663|-0.649693|-0.720416|10.381445|6.221127|48.569467530191424|193.390636865790896|-0.160637|133.835008|134.304256
1645226240|Feb 18 23:17:20|12|53.895040|53.896453|-0.655425|-0.726134|10.254293|6.202352|48.564465468404855|193.383741958932546|-0.038695|128.928256|129.377536
1645226242|Feb 18 23:17:22|15|53.899237|53.900647|-0.654109|-0.724811|10.220943|6.213386|48.565023060726915|193.390279722154673|-0.000397|133.843456|134.272512
1645226243|Feb 18 23:17:23|14|53.904461|53.905865|-0.650752|-0.721446|10.283458|6.226067|48.568512172073618|193.389624791538637|-0.063414|129.568768|130.010624
1645226245|Feb 18 23:17:25|13|53.912415|53.913829|-0.656667|-0.727347|10.175707|6.202799|48.562619705751345|193.388636128739051|0.043599|131.700224|132.135680
1645226246|Feb 18 23:17:26|14|53.914287|53.915695|-0.653519|-0.724196|10.126068|6.226739|48.565308350257105|193.392910442695694|0.096470|131.418880|131.856384
1645226248|Feb 18 23:17:28|12|53.920855|53.922265|-0.654956|-0.725622|10.084807|6.224621|48.563576954907624|193.395182896152193|0.139455|129.551616|130.231552
1645226249|Feb 18 23:17:29|12|53.932998|53.934397|-0.649378|-0.720024|10.381445|6.221127|48.570478941843973|193.384835024147606|-0.165032|128.869632|129.285888
1645226251|Feb 18 23:17:31|14|53.938761|53.940171|-0.656196|-0.726831|10.175707|6.202799|48.563309519338006|193.386864093114610|0.042256|132.752640|133.363712
1645226253|Feb 18 23:17:33|11|53.941763|53.943168|-0.652810|-0.723440|10.162436|6.224260|48.565692338957916|193.395732773720141|0.062238|129.712128|130.166272
1645226254|Feb 18 23:17:34|12|53.946770|53.948176|-0.653648|-0.724270|10.126919|6.226803|48.565013854471680|193.394274878371789|0.096652|130.435072|130.864128
1645226256|Feb 18 23:17:36|13|53.957217|53.958619|-0.651862|-0.722466|10.302630|6.221578|48.567143198375177|193.391645291471349|-0.081055|130.693120|131.121920
1645226257|Feb 18 23:17:37|14|53.966469|53.967873|-0.653793|-0.724381|10.296315|6.204536|48.566142358179320|193.383582782987361|-0.080841|131.239936|131.671552
1645226259|Feb 18 23:17:39|14|53.969566|53.970964|-0.650389|-0.720972|10.283458|6.226067|48.568560153423704|193.392315279662085|-0.061377|130.155264|130.580224
1645226260|Feb 18 23:17:40|14|53.976401|53.977805|-0.654144|-0.724715|10.220943|6.213386|48.565335838210672|193.387357346249445|-0.002610|131.755776|132.235008
1645226262|Feb 18 23:17:42|15|53.983643|53.985042|-0.651448|-0.722007|10.302630|6.221578|48.567791561411326|193.389736927072079|-0.082501|131.984896|132.397056
1645226263|Feb 18 23:17:43|15|53.987786|53.989186|-0.652158|-0.722710|10.203720|6.226377|48.567086045135795|193.389599092620927|0.016306|133.068032|133.544704
1645226265|Feb 18 23:17:45|15|53.998326|53.999719|-0.648978|-0.719512|10.422782|6.223189|48.570602796450082|193.387204475382475|-0.204575|131.714816|132.134144
1645226267|Feb 18 23:17:47|16|54.004848|54.006243|-0.650385|-0.720907|10.381445|6.221127|48.568893579303875|193.389555102677974|-0.161455|131.568896|132.015104
1645226268|Feb 18 23:17:48|14|54.005272|54.006673|-0.654330|-0.724851|10.084807|6.224621|48.564344835461917|193.394080028173761|0.138618|131.904000|132.362240
1645226270|Feb 18 23:17:50|15|54.016427|54.017824|-0.651883|-0.722386|10.279274|6.217497|48.567249105876122|193.390573477269754|-0.058510|130.747136|131.190784
1645226271|Feb 18 23:17:51|16|54.022278|54.023674|-0.651520|-0.722013|10.302630|6.221578|48.567903504336222|193.388183421427158|-0.083677|134.637312|135.055872
1645226273|Feb 18 23:17:53|15|54.026450|54.027847|-0.652164|-0.722650|10.203720|6.226377|48.566527610766379|193.394232020421640|0.019815|132.084992|132.597760
1645226274|Feb 18 23:17:54|16|54.036927|54.038328|-0.655109|-0.725577|10.254293|6.202352|48.564746142063271|193.384075654653145|-0.038443|132.793344|133.216256
1645226276|Feb 18 23:17:56|15|54.043480|54.044872|-0.650510|-0.720967|10.381445|6.221127|48.568952954902571|193.387991113242720|-0.162639|140.884224|141.342720
1645226277|Feb 18 23:17:57|15|54.045783|54.047178|-0.652166|-0.722619|10.203720|6.226377|48.566989958321258|193.390334966920278|0.016864|133.457408|133.888000
1645226279|Feb 18 23:17:59|16|54.054541|54.055928|-0.647801|-0.718239|10.406814|6.236359|48.571357812710779|193.390907305777375|-0.185805|131.022592|131.494912
1645226281|Feb 18 23:18:01|15|54.063564|54.064962|-0.654577|-0.724999|10.295462|6.204396|48.564807002721302|193.388098819269118|-0.076567|131.209216|131.647744
1645226282|Feb 18 23:18:02|15|54.069032|54.070427|-0.653022|-0.723435|10.298424|6.213027|48.566565979133095|193.386597409763937|-0.080669|131.962880|132.385024
1645226284|Feb 18 23:18:04|15|54.076660|54.078057|-0.654757|-0.725157|10.296315|6.204536|48.564729483408648|193.387215824859766|-0.078088|131.760896|132.242688
1645226285|Feb 18 23:18:05|15|54.080140|54.081531|-0.651331|-0.721725|10.283458|6.226067|48.567977617505171|193.389171899617935|-0.063756|131.989248|132.471296
1645226287|Feb 18 23:18:07|16|54.084448|54.085840|-0.652171|-0.722558|10.203720|6.226377|48.566432143830681|193.394966213409361|0.020371|132.910080|133.421568
1645226288|Feb 18 23:18:08|17|54.089987|54.091381|-0.653615|-0.723992|10.126068|6.226739|48.565252660194908|193.392555468638562|0.096201|134.065152|134.494208
1645226290|Feb 18 23:18:10|16|54.099178|54.100571|-0.653434|-0.723795|10.201736|6.217857|48.565579241335243|193.391362873541027|0.019629|132.811776|133.270528
1645226291|Feb 18 23:18:11|16|54.105745|54.107140|-0.655047|-0.725397|10.179738|6.211282|48.564416008612504|193.387377936275783|0.038612|132.904960|133.364480
1645226293|Feb 18 23:18:13|16|54.113144|54.114538|-0.654512|-0.724850|10.220943|6.213386|48.564772299961838|193.388944161350992|-0.001407|133.570304|133.997568
1645226295|Feb 18 23:18:15|16|54.118485|54.119876|-0.653436|-0.723764|10.201736|6.217857|48.565296539738391|193.393717346137237|0.021412|132.348928|132.778752
1645226296|Feb 18 23:18:16|15|54.124974|54.126367|-0.654733|-0.725050|10.160509|6.215749|48.564430231043431|193.389932398806650|0.059776|130.726144|131.205376
1645226298|Feb 18 23:18:18|14|54.129278|54.130672|-0.655493|-0.725803|10.080897|6.216083|48.562962623313645|193.395753604200110|0.143797|132.527616|132.959488
1645226299|Feb 18 23:18:19|14|54.135770|54.137160|-0.653095|-0.723394|10.126068|6.226739|48.565733667101682|193.392956129865382|0.096503|134.362112|134.790144
1645226301|Feb 18 23:18:21|15|54.148071|54.149458|-0.652258|-0.722536|10.377130|6.212578|48.567257106328000|193.387315214156729|-0.158833|133.239808|133.668864
1645226302|Feb 18 23:18:22|14|54.152308|54.153702|-0.656429|-0.726699|10.175707|6.202799|48.563163080617421|193.386108823649266|0.041685|132.548608|132.965888
1645226304|Feb 18 23:18:24|14|54.155471|54.156856|-0.651073|-0.721339|10.207806|6.234983|48.567512145976863|193.395267172896695|0.016512|132.193024|132.640768
1645226305|Feb 18 23:18:25|14|54.164453|54.165846|-0.656568|-0.726817|10.156501|6.207247|48.562957359279245|193.386650174485396|0.061301|131.404544|131.855104
1645226307|Feb 18 23:18:27|16|54.175001|54.176389|-0.653776|-0.724008|10.331634|6.201944|48.566093028764868|193.384139176521671|-0.115739|133.243648|133.721344
1645226309|Feb 18 23:18:29|16|54.174984|54.176373|-0.654938|-0.725169|10.080897|6.216083|48.563464711603039|193.396279591040923|0.144195|133.912320|134.341888
1645226310|Feb 18 23:18:30|14|54.183917|54.185299|-0.651024|-0.721240|10.283458|6.226067|48.568160318119837|193.390257869888728|-0.062934|128.704512|129.161984
1645226312|Feb 18 23:18:32|16|54.190307|54.191694|-0.654214|-0.724419|10.201736|6.217857|48.564672113307381|193.392326443478765|0.020360|133.555712|134.232320
1645226313|Feb 18 23:18:33|15|54.195525|54.196906|-0.651105|-0.721302|10.278257|6.233872|48.567915837373988|193.391614341673431|-0.056706|161.486848|161.931264
1645226315|Feb 18 23:18:35|15|54.203628|54.205010|-0.652000|-0.722183|10.263085|6.223390|48.566989831205724|193.391750032854986|-0.041429|330.251264|330.694144
1645226317|Feb 18 23:18:37|15|54.210130|54.211511|-0.651361|-0.721533|10.351727|6.229465|48.567290004759506|193.394678263125172|-0.127855|505.484544|506.020864
1645226318|Feb 18 23:18:38|13|54.217349|54.218728|-0.651102|-0.721262|10.340731|6.232696|48.568084098433935|193.390225872173687|-0.120232|249.633024|250.175232
1645226320|Feb 18 23:18:40|15|54.225643|54.227026|-0.653672|-0.723817|10.239216|6.218310|48.565544316438022|193.389630108828584|-0.019163|481.817856|482.287104
1645226322|Feb 18 23:18:42|14|54.233014|54.234391|-0.650445|-0.720578|10.381406|6.230635|48.568545100685803|193.391959335463042|-0.159595|364.092928|364.866304
1645226324|Feb 18 23:18:44|15|54.240396|54.241775|-0.652197|-0.722316|10.249105|6.221399|48.566648576838340|193.392939188257884|-0.026549|247.700992|248.145664
1645226326|Feb 18 23:18:46|14|54.247755|54.249134|-0.652614|-0.722721|10.233000|6.223488|48.566061173250461|193.394309920013114|-0.009404|209.335808|209.806336
1645226327|Feb 18 23:18:47|15|54.254868|54.256247|-0.652153|-0.722248|10.233000|6.223488|48.567035052328450|193.390068006656946|-0.012618|208.820224|209.281536
1645226329|Feb 18 23:18:49|15|54.260716|54.262093|-0.652067|-0.722152|10.256883|6.228577|48.566674740463881|193.393821648828919|-0.033658|210.897664|211.341312
1645226330|Feb 18 23:18:50|15|54.268779|54.270156|-0.652040|-0.722111|10.280717|6.224162|48.567390951958394|193.388051522502479|-0.061863|210.733824|211.189760
1645226332|Feb 18 23:18:52|15|54.275330|54.276705|-0.651207|-0.721267|10.368833|6.218925|48.567890628758029|193.390959174267977|-0.147778|242.145536|242.605824
1645226334|Feb 18 23:18:54|15|54.282439|54.283813|-0.650764|-0.720812|10.368833|6.218925|48.568104902440396|193.392932116467108|-0.146285|241.629440|242.052096
1645226335|Feb 18 23:18:55|15|54.290061|54.291435|-0.651408|-0.721443|10.302643|6.211981|48.568081914470383|193.387638884522346|-0.084102|368.410112|368.832768
1645226337|Feb 18 23:18:57|16|54.295045|54.296417|-0.650835|-0.720861|10.357765|6.240363|48.568047763910734|193.392807719271218|-0.135311|242.104064|242.532864
1645226339|Feb 18 23:18:59|15|54.303372|54.304748|-0.653347|-0.723359|10.185316|6.223104|48.565570590778485|193.392177290670446|0.036666|256.056064|256.580864
1645226341|Feb 18 23:19:01|15|54.310791|54.312164|-0.652265|-0.722265|10.263085|6.223390|48.566468706343272|193.393861040372400|-0.039830|209.851648|210.340096
1645226342|Feb 18 23:19:02|15|54.318168|54.319543|-0.653315|-0.723301|10.183022|6.214478|48.566003660692211|193.388822076055476|0.036419|326.493952|326.905856
1645226344|Feb 18 23:19:04|15|54.324621|54.325994|-0.652708|-0.722684|10.240118|6.221575|48.566262914876688|193.391814869109339|-0.018412|211.517952|212.270848
1645226346|Feb 18 23:19:06|14|54.331783|54.333156|-0.653161|-0.723124|10.189242|6.219834|48.565605588299967|193.393469475773259|0.033718|461.015808|461.470464
1645226347|Feb 18 23:19:07|15|54.339355|54.340725|-0.651392|-0.721343|10.304713|6.226124|48.567948190301806|193.388896488297291|-0.085221|245.024256|245.467904
1645226349|Feb 18 23:19:09|15|54.345564|54.346934|-0.651721|-0.721660|10.351727|6.229465|48.567244013225242|193.392001449893314|-0.129882|466.246912|466.662656
1645226351|Feb 18 23:19:11|14|54.353633|54.355003|-0.652011|-0.721937|10.291359|6.233379|48.566907439352697|193.392350864869258|-0.069248|249.355264|249.766656
1645226353|Feb 18 23:19:13|14|54.361174|54.362544|-0.652307|-0.722220|10.255389|6.226804|48.566471128802966|193.393483602254975|-0.032420|240.633856|241.396992
1645226354|Feb 18 23:19:14|14|54.368719|54.370089|-0.652844|-0.722744|10.189242|6.219834|48.566539965195204|193.388331928089116|0.029826|242.023936|242.446080
1645226356|Feb 18 23:19:16|15|54.375254|54.376621|-0.651573|-0.721462|10.285037|6.227987|48.567468320500048|193.391381949595086|-0.063661|394.331392|394.764544
1645226358|Feb 18 23:19:18|14|54.383064|54.384433|-0.652680|-0.722556|10.233000|6.223488|48.566281460016548|193.391896165441892|-0.011232|208.914176|209.351680
1645226359|Feb 18 23:19:19|15|54.389810|54.391178|-0.652654|-0.722518|10.263085|6.223390|48.566762503145291|193.388084911178140|-0.044204|211.306496|211.771392
1645226361|Feb 18 23:19:21|15|54.396847|54.398215|-0.652684|-0.722536|10.189242|6.219834|48.566499115873050|193.390038745796943|0.031119|242.799104|243.282688
1645226363|Feb 18 23:19:23|15|54.403002|54.404369|-0.652610|-0.722451|10.124905|6.227020|48.566181771304151|193.393332329631590|0.097950|244.596480|245.337600
1645226364|Feb 18 23:19:24|14|54.409427|54.410794|-0.652892|-0.722722|10.191057|6.234015|48.566302812697266|193.389915337255303|0.029211|319.195648|320.090624
