********************* April 27 Observing Session - beginning 00:30:06 GMT *********************
Camera model: UI326xCP-M
----------------------------------------------------
Exposure: 700.009406 milliseconds
Pixel clock: 30
Frame rate achieved (desired is 10): 1.428580
Trigger delay (microseconds): 0
Current trigger mode setting: 4104
Current trigger timeout: 500
Auto shutter: 0.0
Auto frame rate (should be disabled): 0.0
----------------------------------------------------
Sensor ID/type: 550
Sensor color mode (from is_GetSensorInfo and is_SetColorMode): 1 | 11
Maximum image width and height: 1936, 1216
Pixel size (micrometers): 5.86
Gain settings: 0 for master gain, 125 for red gain, 125 for green gain, and 125 for blue gain.
Auto gain (should be disabled): 0
Gain boost (should be disabled): 0
Hardware gamma (should be disabled): 0
----------------------------------------------------
Auto black level (should be off): 0
Black level offset (desired is 50): 50

C time|GMT|Blob #|Observed RA (deg)|Astrometry RA (deg)|Observed DEC (deg)| Astrometry DEC (deg)|FR (deg)|PS|ALT (deg)|AZ (deg)|IR (deg)|Astrom. solve time (msec)|Camera time (msec)
1619489034|Apr 27 02:03:54|9|227.119351|227.116368|1.535709|1.617392|84.384346|6.222280|26.192865011314815|111.940511372523545|-129.693381|61.081856|61.944064
1619489035|Apr 27 02:03:55|9|227.125164|227.122180|1.535697|1.617371|84.344796|6.222018|26.191694869492451|111.939240843035890|-129.654348|32.723968|33.149696
1619489037|Apr 27 02:03:57|10|227.131254|227.128272|1.536196|1.617861|84.327054|6.225520|26.193655918445913|111.940620523247134|-129.636058|146.105600|146.602752
1619489038|Apr 27 02:03:58|8|227.137838|227.134855|1.535455|1.617110|84.337482|6.223679|26.191425060765745|111.939323059061024|-129.646994|89.877248|90.334720
1619489040|Apr 27 02:04:00|9|227.144258|227.141276|1.535879|1.617525|84.344796|6.222018|26.193099639368995|111.940503928348463|-129.653838|90.615552|91.107584
1619489041|Apr 27 02:04:01|10|227.151124|227.148142|1.535629|1.617265|84.377042|6.223945|26.191013480734412|111.938595158993877|-129.686855|143.394560|143.873792
1619489043|Apr 27 02:04:03|9|227.157541|227.154560|1.536047|1.617673|84.384346|6.222280|26.192685487445317|111.939783584792593|-129.693686|176.114944|176.737536
1619489044|Apr 27 02:04:04|10|227.163047|227.160066|1.536150|1.617768|84.319731|6.227191|26.191814240493400|111.938661945704339|-129.629531|61.698560|62.211840
1619489046|Apr 27 02:04:06|8|227.170133|227.167152|1.535503|1.617110|84.329458|6.221228|26.192261542593805|111.940169995430836|-129.638626|142.517248|143.006208
1619489047|Apr 27 02:04:07|8|227.175669|227.172689|1.536001|1.617600|84.274589|6.220168|26.191646946437196|111.938711217854220|-129.584365|86.366720|86.831104
1619489049|Apr 27 02:04:09|8|227.182446|227.179466|1.536243|1.617832|84.344796|6.222018|26.192939626066789|111.939757065695218|-129.654152|87.091456|87.557888
1619489051|Apr 27 02:04:11|9|227.188568|227.185590|1.536760|1.618340|84.327054|6.225520|26.194890450674201|111.941097466033952|-129.635879|90.099200|90.539776
1619489052|Apr 27 02:04:12|9|227.194659|227.191680|1.535733|1.617304|84.344796|6.222018|26.192809123671950|111.940411986363273|-129.653872|61.086464|70.852352
1619489053|Apr 27 02:04:13|9|227.200192|227.197213|1.536253|1.617816|84.289917|6.220958|26.192212352402592|111.938938780730368|-129.599607|87.457792|87.978496
1619489055|Apr 27 02:04:15|9|227.207945|227.204966|1.535866|1.617417|84.384346|6.222280|26.192368860044567|111.939717874713168|-129.693708|216.003072|216.487168
1619489057|Apr 27 02:04:17|9|227.214234|227.211256|1.536192|1.617733|84.337482|6.223679|26.194066465646294|111.941079364001496|-129.646299|87.268608|87.741184
1619489058|Apr 27 02:04:18|9|227.221729|227.218753|1.536871|1.618402|84.374670|6.228247|26.192186998859626|111.937941920168385|-129.684782|31.332608|31.753216
1619489060|Apr 27 02:04:20|9|227.227524|227.224547|1.536314|1.617835|84.377042|6.223945|26.193614828695750|111.940390622035821|-129.686143|65.700096|66.259712
1619489061|Apr 27 02:04:21|9|227.232847|227.229870|1.536096|1.617610|84.344796|6.222018|26.192648486641801|111.939665851268742|-129.654186|86.489344|86.931456
1619489063|Apr 27 02:04:23|10|227.239728|227.236752|1.536787|1.618291|84.344796|6.222018|26.194183302704253|111.940274519116713|-129.653956|62.008064|62.458880
1619489064|Apr 27 02:04:24|9|227.246134|227.243158|1.536203|1.617697|84.384346|6.222280|26.192188226128479|111.938991355088532|-129.694013|88.273920|89.049088
1619489066|Apr 27 02:04:26|8|227.251941|227.248965|1.536277|1.617763|84.344796|6.222018|26.194052584957099|111.940929723971536|-129.653676|88.590080|89.064192
1619489067|Apr 27 02:04:27|9|227.257594|227.254619|1.537079|1.618556|84.337482|6.223679|26.193568001571343|111.939139777143225|-129.647113|87.016192|87.459328
1619489069|Apr 27 02:04:29|9|227.264287|227.261312|1.535988|1.617455|84.392393|6.224736|26.193982500292122|111.941306354222164|-129.701111|49.789696|50.246656
1619489070|Apr 27 02:04:30|8|227.271324|227.268350|1.536553|1.618009|84.418464|6.228482|26.192348135833015|111.938619382523413|-129.728293|701.750272|702.261504
1619489072|Apr 27 02:04:32||155.752192
1619489074|Apr 27 02:04:34|8|227.286689|227.283715|1.536294|1.617728|84.344796|6.222018|26.193123935335656|111.939880051527737|-129.654104|112.731136|113.199104
1619489075|Apr 27 02:04:35|9|227.293097|227.290123|1.535677|1.617101|84.384346|6.222280|26.191104815132100|111.938621447313523|-129.694149|50.479104|50.924288
1619489077|Apr 27 02:04:37|8|227.298614|227.295640|1.536288|1.617704|84.329458|6.221228|26.193552410845058|111.940362370935532|-129.638569|44.567296|44.995840
1619489078|Apr 27 02:04:38|8|227.305277|227.302304|1.536185|1.617592|84.352106|6.220350|26.191714090403202|111.938496231946530|-129.661974|28.874496|29.323264
1619489080|Apr 27 02:04:40||116.660480
1619489081|Apr 27 02:04:41|9|227.317705|227.314733|1.536473|1.617861|84.329458|6.221228|26.191992299571027|111.938351244894960|-129.639393|91.737344|92.178176
1619489083|Apr 27 02:04:43|8|227.323156|227.320185|1.536483|1.617862|84.344796|6.222018|26.194063191125124|111.940619851399092|-129.653808|93.164800|93.671424
1619489084|Apr 27 02:04:44|8|227.329870|227.326900|1.537336|1.618706|84.319731|6.227191|26.192861595821213|111.937956816856428|-129.629850|94.378752|94.810624
1619489086|Apr 27 02:04:46|9|227.337255|227.334284|1.536305|1.617664|84.392393|6.224736|26.192826587868296|111.939535051251184|-129.701841|51.270144|51.714304
1619489087|Apr 27 02:04:47|9|227.342250|227.339280|1.536663|1.618014|84.344796|6.222018|26.192497622317546|111.938611009981884|-129.654630|93.520896|94.026496
1619489089|Apr 27 02:04:49|8|227.349131|227.346161|1.537354|1.618695|84.344796|6.222018|26.194032217818098|111.939219973549299|-129.654401|94.469120|94.926848
1619489090|Apr 27 02:04:50|9|227.354144|227.351176|1.538046|1.619380|84.319731|6.227191|26.193925279726564|111.938017048725413|-129.629845|100.286464|100.727808
1619489092|Apr 27 02:04:52|8|227.361360|227.358389|1.535470|1.616793|84.354491|6.216065|26.192923618993603|111.940951201169128|-129.663340|49.940992|50.362112
1619489093|Apr 27 02:04:53|8|227.368053|227.365082|1.535652|1.616965|84.399693|6.223071|26.191264793804997|111.938836800443312|-129.709408|65.327616|65.819648
1619489095|Apr 27 02:04:55|8|227.374081|227.371112|1.536630|1.617934|84.337482|6.223679|26.193607174946038|111.939885808995271|-129.646797|34.590464|35.024640
1619489096|Apr 27 02:04:56|9|227.380094|227.377123|1.535472|1.616767|84.409337|6.217115|26.191489190435377|111.939365639186022|-129.718832|64.033792|64.556032
1619489098|Apr 27 02:04:58|8|227.385478|227.382511|1.537729|1.619016|84.319731|6.227191|26.195188446640870|111.939906698803554|-129.629067|97.895168|98.343168
1619489099|Apr 27 02:04:59|8|227.392651|227.389683|1.536513|1.617789|84.344796|6.222018|26.192204227487771|111.938523225942902|-129.654662|54.007296|54.439680
1619489101|Apr 27 02:05:01||130.298624
1619489102|Apr 27 02:05:02|8|227.404563|227.401595|1.536534|1.617793|84.329458|6.221228|26.192661910864537|111.938994263318193|-129.639133|56.686592|57.193984
1619489104|Apr 27 02:05:04|8|227.410361|227.407394|1.536723|1.617972|84.289917|6.220958|26.194612288298558|111.940848935975396|-129.598842|88.087040|88.536320
1619489105|Apr 27 02:05:05||126.402304
1619489107|Apr 27 02:05:07||127.349760
1619489108|Apr 27 02:05:08||126.269952
1619489110|Apr 27 02:05:10||127.585792
1619489111|Apr 27 02:05:11||129.646848
1619489113|Apr 27 02:05:13||128.179200
1619489114|Apr 27 02:05:14||129.274112
1619489116|Apr 27 02:05:16||105.556736
1619489117|Apr 27 02:05:17||132.215296
1619489119|Apr 27 02:05:19||133.583360
1619489121|Apr 27 02:05:21|8|227.482635|227.479672|1.536620|1.617762|84.399693|6.223071|26.193654065942994|111.939953320860766|-129.708980|41.982976|42.462976
1619489122|Apr 27 02:05:22||105.965056
1619489124|Apr 27 02:05:24||130.310144
1619489125|Apr 27 02:05:25||130.577664
1619489127|Apr 27 02:05:27||131.802112
1619489128|Apr 27 02:05:28||128.879360
1619489130|Apr 27 02:05:30||130.921216
1619489131|Apr 27 02:05:31||132.746752
1619489133|Apr 27 02:05:33||130.446848
1619489134|Apr 27 02:05:34||128.142848
1619489136|Apr 27 02:05:36||130.439168
1619489137|Apr 27 02:05:37||128.893696
1619489139|Apr 27 02:05:39||146.168576
1619489141|Apr 27 02:05:41||125.827584
1619489142|Apr 27 02:05:42||207.181568
1619489144|Apr 27 02:05:44||125.009408
1619489145|Apr 27 02:05:45||125.906432
1619489147|Apr 27 02:05:47||128.606208
1619489148|Apr 27 02:05:48||127.404032
1619489150|Apr 27 02:05:50||128.441344
1619489152|Apr 27 02:05:52||127.144960
1619489153|Apr 27 02:05:53||123.309824
1619489155|Apr 27 02:05:55||127.349504
1619489156|Apr 27 02:05:56||120.442624
1619489158|Apr 27 02:05:58||122.896128
1619489159|Apr 27 02:05:59|8|227.642757|227.639803|1.537290|1.618193|84.344796|6.222018|26.193162412808256|111.938361036845379|-129.654749|93.924352|94.628352
1619489161|Apr 27 02:06:01|8|227.649476|227.646522|1.536858|1.617751|84.329458|6.221228|26.194021777707178|111.939985395327767|-129.638738|93.227520|93.701632
1619489162|Apr 27 02:06:02||124.487168
1619489164|Apr 27 02:06:04||120.977920
1619489165|Apr 27 02:06:05||126.433280
1619489167|Apr 27 02:06:07||127.510528
1619489168|Apr 27 02:06:08||123.807232
1619489170|Apr 27 02:06:10||125.968896
1619489171|Apr 27 02:06:11||124.673536
1619489173|Apr 27 02:06:13|8|227.699868|227.696916|1.536714|1.617531|84.329458|6.221228|26.193739638661398|111.939900210362367|-129.638769|82.853120|83.352576
1619489175|Apr 27 02:06:15||126.188288
1619489176|Apr 27 02:06:16||125.529088
1619489178|Apr 27 02:06:18||128.230144
1619489179|Apr 27 02:06:19||127.635712
1619489181|Apr 27 02:06:21||130.242560
1619489182|Apr 27 02:06:22||126.131712
1619489184|Apr 27 02:06:24||129.533952
1619489185|Apr 27 02:06:25||84.305152
1619489187|Apr 27 02:06:27||82.747904
1619489188|Apr 27 02:06:28||81.050368
1619489190|Apr 27 02:06:30||80.692736
1619489191|Apr 27 02:06:31||116.493056
1619489193|Apr 27 02:06:33||127.056896
1619489194|Apr 27 02:06:34||117.608704
1619489196|Apr 27 02:06:36||115.300096
1619489197|Apr 27 02:06:37||117.979392
1619489199|Apr 27 02:06:39||114.653696
1619489201|Apr 27 02:06:41||78.675200
1619489202|Apr 27 02:06:42||48.945664
1619489204|Apr 27 02:06:44||77.929472
1619489205|Apr 27 02:06:45||79.877632
1619489207|Apr 27 02:06:47||145.272576
1619489208|Apr 27 02:06:48||79.772416
1619489210|Apr 27 02:06:50||83.932160
1619489211|Apr 27 02:06:51||83.911424
1619489213|Apr 27 02:06:53||135.712768
1619489214|Apr 27 02:06:54||136.489984
1619489216|Apr 27 02:06:56||133.993728
1619489217|Apr 27 02:06:57||136.723200
1619489219|Apr 27 02:06:59||200.841728
1619489220|Apr 27 02:07:00||136.184320
1619489222|Apr 27 02:07:02||134.670592
1619489224|Apr 27 02:07:04||133.752320
1619489225|Apr 27 02:07:05||137.603072
1619489227|Apr 27 02:07:07||114.570496
1619489228|Apr 27 02:07:08||116.030976
1619489230|Apr 27 02:07:10||114.266112
1619489231|Apr 27 02:07:11||135.333376
1619489233|Apr 27 02:07:13||115.178496
1619489234|Apr 27 02:07:14||191.760384
1619489236|Apr 27 02:07:16||119.477504
1619489237|Apr 27 02:07:17||118.803456
1619489239|Apr 27 02:07:19||253.134592
1619489241|Apr 27 02:07:21||117.339136
1619489242|Apr 27 02:07:22||120.046336
1619489244|Apr 27 02:07:24||117.619968
1619489245|Apr 27 02:07:25||116.194304
1619489247|Apr 27 02:07:27||112.823040
1619489248|Apr 27 02:07:28|7|228.015578|228.012642|1.536264|1.616607|84.382441|6.219897|26.191749861103894|111.938411944474254|-129.692346|36.234240|36.691200
1619489250|Apr 27 02:07:30|7|228.021688|228.018753|1.536528|1.616862|84.420267|6.227559|26.193531297350596|111.939962583132683|-129.729547|31.662080|32.149760
1619489251|Apr 27 02:07:31|8|228.028053|228.025117|1.536140|1.616464|84.427602|6.220432|26.191704380782284|111.938556904490270|-129.737444|32.407040|32.924416
1619489253|Apr 27 02:07:33|8|228.033130|228.030197|1.537301|1.617617|84.391018|6.225316|26.194851020471191|111.940205862603491|-129.700221|31.418880|31.886592
1619489254|Apr 27 02:07:34|8|228.040133|228.037199|1.536991|1.617297|84.443337|6.222164|26.192625581660920|111.938238731208727|-129.753332|55.568384|56.038400
1619489256|Apr 27 02:07:36|8|228.046725|228.043791|1.536913|1.617209|84.406973|6.223607|26.193824896559327|111.939682310839189|-129.716378|54.017536|54.455808
1619489257|Apr 27 02:07:37|8|228.052694|228.049761|1.536507|1.616794|84.427396|6.223872|26.192265947251919|111.938600504652911|-129.737231|30.030080|30.468864
1619489259|Apr 27 02:07:39|8|228.058189|228.055256|1.536679|1.616958|84.420267|6.227559|26.194420794823152|111.940705506732641|-129.729249|50.502144|50.934528
1619489260|Apr 27 02:07:40|8|228.064455|228.061522|1.536955|1.617224|84.391018|6.225316|26.193131078859501|111.938851764534789|-129.700763|52.386048|52.823040
1619489262|Apr 27 02:07:42|9|228.070986|228.068055|1.537593|1.617853|84.406973|6.223607|26.194876411417297|111.939775857852311|-129.716358|78.598912|79.036928
1619489263|Apr 27 02:07:43|8|228.077301|228.074369|1.536841|1.617091|84.420267|6.227559|26.192829037999772|111.938698010625089|-129.730071|33.694976|34.454272
1619489264|Apr 27 02:07:44|9|228.083203|228.080271|1.537073|1.617314|84.406973|6.223607|26.191767093863298|111.937163520036634|-129.717408|37.440512|37.933824
1619489266|Apr 27 02:07:46|8|228.089120|228.086189|1.537011|1.617244|84.411661|6.222139|26.193457324968676|111.939123133106449|-129.721296|59.851008|60.350464
1619489267|Apr 27 02:07:47|9|228.095026|228.092095|1.537185|1.617408|84.386323|6.226782|26.192351175731389|111.937632035894339|-129.696570|55.332864|55.765248
1619489269|Apr 27 02:07:49|7|228.101333|228.098402|1.536490|1.616704|84.411661|6.222139|26.193318566428488|111.939787234087703|-129.721012|26.781952|27.260672
1619489270|Apr 27 02:07:50|7|228.107636|228.104704|1.536032|1.616236|84.406973|6.223607|26.191486665470606|111.938485738191389|-129.716841|47.912960|48.491776
1619489272|Apr 27 02:07:52|8|228.112798|228.109868|1.536546|1.616743|84.406973|6.223607|26.194118027281476|111.940580731614332|-129.716002|27.052032|27.553792
1619489273|Apr 27 02:07:53|9|228.119421|228.116490|1.536210|1.616397|84.398384|6.218194|26.192144471595199|111.938931165463586|-129.708076|47.502336|47.934464
1619489275|Apr 27 02:07:55|7|228.126298|228.123369|1.536896|1.617073|84.398384|6.218194|26.193678085442471|111.939546645831669|-129.707844|24.853760|25.295872
1619489276|Apr 27 02:07:56|8|228.131832|228.128903|1.537081|1.617249|84.391244|6.221871|26.192844453059351|111.938338680694599|-129.701201|25.592064|26.269952
1619489278|Apr 27 02:07:58|7|228.138133|228.135204|1.537025|1.617184|84.377748|6.221366|26.194265749097632|111.939992530376401|-129.687030|29.493760|29.998336
1619489279|Apr 27 02:07:59|7|228.144115|228.141185|1.536191|1.616340|84.406973|6.223607|26.192396974957560|111.939240765501339|-129.716538|50.499328|50.924800
1619489281|Apr 27 02:08:01|8|228.150345|228.147417|1.536511|1.616651|84.377748|6.221366|26.194132688741945|111.940651936156655|-129.686747|28.578048|29.004288
1619489282|Apr 27 02:08:02|7|228.156522|228.153594|1.536736|1.616866|84.427602|6.220432|26.192870523712195|111.938908128276026|-129.737317|29.131008|29.555712
1619489283|Apr 27 02:08:03|7|228.162231|228.159302|1.535603|1.615725|84.411661|6.222139|26.190985620910091|111.938606426260037|-129.721468|55.405056|55.866624
1619489285|Apr 27 02:08:05|8|228.168757|228.165830|1.536946|1.617058|84.391018|6.225316|26.193231194963154|111.938976220284388|-129.700712|33.192192|33.642240
1619489286|Apr 27 02:08:06|7|228.174951|228.172024|1.536541|1.616644|84.398384|6.218194|26.191513624655393|111.937716833507750|-129.708579|31.962112|32.485888
1619489288|Apr 27 02:08:08|8|228.179931|228.177003|1.535999|1.616094|84.377748|6.221366|26.193531602914256|111.940792198199887|-129.686676|55.066368|55.518720
1619489289|Apr 27 02:08:09|8|228.186806|228.183881|1.537291|1.617376|84.420267|6.227559|26.192523316656356|111.937655173496111|-129.730508|32.725248|33.156608
1619489291|Apr 27 02:08:11|8|228.192315|228.189389|1.536537|1.616614|84.398384|6.218194|26.194016656357761|111.940483014583577|-129.707453|56.411648|56.852992
1619489292|Apr 27 02:08:12|7|228.199031|228.196105|1.536767|1.616833|84.420267|6.227559|26.192374890643869|111.938313079668774|-129.730225|59.421440|59.863296
1619489294|Apr 27 02:08:14|8|228.204574|228.201649|1.536776|1.616834|84.361791|6.223072|26.194380460537651|111.940509798830178|-129.670855|31.096320|31.538688
1619489295|Apr 27 02:08:15|8|228.210493|228.207567|1.536300|1.616349|84.375290|6.223580|26.192808446282697|111.939522677590816|-129.684743|25.757184|26.225408
1619489297|Apr 27 02:08:17|8|228.217073|228.214147|1.536506|1.616545|84.406973|6.223607|26.194215706128226|111.940751709968609|-129.715932|31.713792|32.148736
1619489298|Apr 27 02:08:18|9|228.222958|228.220033|1.536433|1.616464|84.411661|6.222139|26.192951236908897|111.939471428398164|-129.721139|60.459520|60.924928
1619489299|Apr 27 02:08:19|8|228.228587|228.225663|1.536829|1.616851|84.325403|6.224511|26.192198927461590|111.938020925335564|-129.635482|26.902272|27.344128
1619489301|Apr 27 02:08:21|8|228.235490|228.232566|1.536348|1.616360|84.377748|6.221366|26.192893368459920|111.939540527443256|-129.687195|63.204864|63.763968
1619489302|Apr 27 02:08:22|8|228.241735|228.238812|1.537281|1.617283|84.391018|6.225316|26.192080067313150|111.937182352842967|-129.701451|34.784512|35.293184
1619489304|Apr 27 02:08:24|9|228.247846|228.244923|1.536866|1.616859|84.398384|6.218194|26.193383964454476|111.939269574742212|-129.707956|42.693120|43.255808
1619489305|Apr 27 02:08:25|7|228.253955|228.251033|1.536763|1.616746|84.391018|6.225316|26.191938811051052|111.937838584361558|-129.701170|61.175296|61.713920
1619489307|Apr 27 02:08:27|9|228.260435|228.257514|1.537348|1.617321|84.406973|6.223607|26.193683536253552|111.938845450785792|-129.716731|62.421504|62.903552
1619489308|Apr 27 02:08:28|7|228.266311|228.263389|1.537271|1.617236|84.411661|6.222139|26.192423527646525|111.937576186352473|-129.721933|59.142912|59.652864
1619489310|Apr 27 02:08:30|8|228.272652|228.269730|1.536826|1.616782|84.406973|6.223607|26.193542374288995|111.939507077732415|-129.716447|60.157952|60.663040
1619489311|Apr 27 02:08:31|9|228.278944|228.276023|1.536801|1.616747|84.393472|6.223096|26.192022725014432|111.937870479552416|-129.703611|40.637184|41.409536
1619489313|Apr 27 02:08:33|8|228.283872|228.280950|1.536708|1.616646|84.357091|6.224538|26.194393442311515|111.940630749459885|-129.666104|26.030592|26.460928
1619489314|Apr 27 02:08:34|10|228.290445|228.287524|1.536929|1.616857|84.391018|6.225316|26.192846794476374|111.938578964778429|-129.700873|34.361600|34.820096
1619489316|Apr 27 02:08:36|8|228.297086|228.294164|1.535783|1.615702|84.406973|6.223607|26.193259862969441|111.940830462728954|-129.715880|25.154048|25.586688
1619489317|Apr 27 02:08:37|8|228.303262|228.300341|1.536181|1.616091|84.377748|6.221366|26.192119915318592|111.938949533350268|-129.687431|30.391808|30.836992
1619489318|Apr 27 02:08:38||678.914816
1619489321|Apr 27 02:08:41||678.530560
